2,8,22,29,47,22
5,19,35,38,46,13
4,15,23,26,47,23
3,8,17,18,22,2
12,16,25,31,45,20
15,16,40,42,43,16
2,5,21,25,38,11
12,14,19,43,47,19
7,16,20,44,45,18
11,15,28,36,37,15
4,6,17,29,31,8
10,11,16,22,29,25
7,13,15,28,31,9
2,19,21,23,43,2
34,38,42,43,45,19
12,15,17,19,44,18
21,22,26,29,39,16
8,13,16,19,43,6
1,22,25,36,43,17
3,11,18,41,43,6
9,23,26,31,36,10
10,16,27,41,43,21
1,2,6,38,41,27
6,7,17,38,46,4
1,12,30,38,40,2
19,26,33,38,46,1
8,10,19,21,30,27
7,9,23,30,40,5
4,10,15,23,39,26
2,5,20,22,47,11
7,12,16,26,40,21
21,30,31,37,39,5
5,6,7,17,23,23
11,29,30,34,43,13
2,9,13,20,44,27
10,19,30,41,45,9
2,3,27,28,46,24
5,10,20,36,38,4
2,9,27,30,45,13
3,7,29,30,41,10
3,17,20,28,44,21
12,15,23,32,37,18
9,11,32,41,42,2
25,34,35,41,42,18
1,5,6,17,43,5
6,10,26,30,34,26
18,20,32,34,44,12
19,21,24,35,41,21
1,7,10,28,40,2
1,5,13,18,42,12
1,6,14,33,36,10
1,15,30,39,47,19
4,5,9,20,34,23
2,21,23,36,45,9
1,3,12,28,47,9
2,8,22,39,44,16
16,23,36,44,47,10
5,10,11,14,32,6
4,5,28,34,38,9
18,22,26,38,40,9
2,14,35,37,47,7
1,16,29,35,41,9
10,14,30,38,42,22
15,17,23,33,45,15
1,10,31,45,47,17
1,28,29,40,43,20
8,11,20,22,45,18
9,17,21,35,45,6
9,18,31,42,45,26
7,13,16,37,38,14
20,22,28,42,46,14
16,26,33,35,45,6
16,18,23,34,45,14
11,22,24,31,39,22
7,22,28,30,37,11
8,11,15,29,36,14
7,10,29,35,40,21
6,14,22,25,31,7
5,9,29,36,41,13
17,18,28,33,39,19
2,12,14,30,44,17
11,16,19,20,34,18
4,23,26,28,39,5
9,23,26,28,47,13
2,13,32,34,35,20
8,11,16,22,46,16
1,24,27,35,43,12
3,33,37,42,45,17
5,12,17,34,39,5
9,15,26,30,43,20
12,14,40,41,43,12
7,11,20,30,35,4
7,29,40,44,46,2
2,6,13,25,47,12
13,14,19,21,30,15
1,7,9,24,32,15
5,23,34,45,47,4
6,29,30,41,43,15
8,12,13,14,18,18
15,21,23,27,37,11
21,28,30,33,35,6
4,18,29,31,38,20
2,13,15,21,46,4
3,11,16,42,46,5
3,14,22,35,43,15
11,21,32,40,47,25
12,20,33,38,42,6
5,7,31,36,44,2
3,7,11,17,43,20
34,35,38,39,45,26
3,11,13,16,33,11
1,5,11,28,38,5
12,22,25,42,45,4
3,20,27,34,37,11
1,14,22,34,44,15
6,10,22,36,43,20
9,13,26,31,36,17
13,15,32,33,42,5
1,6,19,45,46,27
13,22,23,29,47,11
23,35,40,45,47,3
12,13,14,17,47,20
10,36,39,44,47,14
6,9,24,40,42,26
17,21,30,36,44,20
8,22,30,33,38,20
1,3,22,36,44,18
11,23,30,35,40,18
4,20,23,29,41,5
3,7,9,29,40,11
2,17,29,44,47,5
13,28,43,44,45,15
18,22,27,28,29,2
9,13,19,20,21,9
16,25,26,29,33,1
21,22,31,36,45,10
10,22,24,28,41,5
7,9,12,24,35,12
3,9,20,26,42,23
33,35,36,45,47,13
11,14,20,26,47,26
3,9,25,33,38,18
6,7,13,15,33,12
1,3,6,16,36,19
1,2,4,34,36,22
3,6,23,28,30,19
9,28,32,40,42,2
5,9,13,16,21,4
10,12,18,23,30,2
12,14,17,34,47,26
9,10,19,30,41,24
6,21,22,35,38,20
4,18,24,33,35,27
6,20,26,36,46,27
17,20,25,37,43,11
1,12,20,38,46,5
3,18,30,32,35,23
17,18,22,39,42,1
1,11,17,19,31,10
5,12,13,25,28,15
4,11,13,16,26,20
1,6,28,29,38,24
7,11,21,25,35,1
5,13,21,35,46,5
2,16,28,33,34,27
15,18,20,29,41,8
14,28,35,39,43,14
7,18,32,43,47,10
6,9,17,29,32,12
2,5,18,25,41,2
8,14,16,24,33,8
1,2,7,28,45,18
3,5,34,35,38,11
9,15,18,37,41,14
5,18,23,24,31,13
4,13,26,31,46,26
10,21,24,32,33,9
7,25,27,40,44,17
4,7,26,38,47,23
1,3,15,35,36,23
7,20,27,34,43,6
16,20,28,31,41,19
1,16,25,27,32,12
3,25,28,46,47,12
6,13,21,40,47,9
8,18,28,41,42,21
6,7,24,31,47,10
3,15,26,27,29,23
2,19,24,31,33,19
12,19,22,31,34,7
20,26,32,34,35,24
6,20,30,35,46,20
6,12,25,26,42,7
7,18,21,22,45,9
19,20,23,26,34,12
8,18,24,38,42,22
31,35,36,42,44,24
18,23,25,37,44,25
2,5,20,23,46,15
14,16,21,30,34,10
4,9,13,38,44,13
1,5,11,13,18,22
9,17,22,25,28,10
8,11,29,40,42,6
33,36,41,42,43,14
19,20,22,41,45,18
4,7,9,19,31,6
2,3,8,23,36,9
2,5,35,43,47,12
5,21,23,27,38,24
4,5,34,38,42,23
6,18,26,28,46,17
13,14,31,42,43,6
